,Unnamed: 0,Date,Oil,Gas,Water,Tubing Pressure,Casing Pressure,Well,Months,EUR_OIL,EUR_GAS,LENGTH,PROP_FT,FLUID_FT,X,Y
343,17,2017-06-01,18749.2288055,93746.144028,1076.0,0,9000,Foraker_5H,17,65,970,10250,1950,2145,35.2,104.2
344,18,2017-07-01,14701.042730401,73505.213654505,348.0,0,7800,Foraker_5H,18,65,970,10250,1950,2145,35.2,104.2
345,19,2017-08-01,14210.578975904002,71052.89488302,1230.0,600,5920,Foraker_5H,19,65,970,10250,1950,2145,35.2,104.2
346,20,2017-09-01,7065.774880675,35328.87440107,513.3999996,6800,13900,Foraker_5H,20,65,970,10250,1950,2145,35.2,104.2
347,21,2017-10-01,10312.4076454,51562.038225,215.8999997,3100,18700,Foraker_5H,21,65,970,10250,1950,2145,35.2,104.2
348,22,2017-11-01,10785.892150299998,53929.460752,400.0999997,3000,18000,Foraker_5H,22,65,970,10250,1950,2145,35.2,104.2
349,23,2017-12-01,10941.2,54706.0,407.5999996000001,3100,18600,Foraker_5H,23,65,970,10250,1950,2145,35.2,104.2
350,24,2018-01-01,10696.240000000002,53481.2,486.2999996,3100,18600,Foraker_5H,24,65,970,10250,1950,2145,35.2,104.2
351,25,2018-02-01,9624.4,48122.0,1159.5999994,2800,16800,Foraker_5H,25,65,970,10250,1950,2145,35.2,104.2
352,26,2018-03-01,10463.2,52316.0,1187.3999995,2560,17900,Foraker_5H,26,65,970,10250,1950,2145,35.2,104.2
353,27,2018-04-01,10141.4,50707.0,285.9999993,2940,16440,Foraker_5H,27,65,970,10250,1950,2145,35.2,104.2
354,28,2018-05-01,10132.000000000002,50660.0,1080.8,2970,15950,Foraker_5H,28,65,970,10250,1950,2145,35.2,104.2
355,29,2018-06-01,9718.999999999998,48595.0,1105.0,2320,15000,Foraker_5H,29,65,970,10250,1950,2145,35.2,104.2
356,30,2018-07-01,9774.200000000004,48871.0,755.0,1975,15290,Foraker_5H,30,65,970,10250,1950,2145,35.2,104.2
357,31,2018-08-01,9639.2,48196.0,661.9999999,1794,14901,Foraker_5H,31,65,970,10250,1950,2145,35.2,104.2
358,32,2018-09-01,9188.0,45940.0,1090.5999997,2133,14282,Foraker_5H,32,65,970,10250,1950,2145,35.2,104.2
359,33,2018-10-01,9111.0,45555.0,1009.1999994999999,2530,14610,Foraker_5H,33,65,970,10250,1950,2145,35.2,104.2
360,34,2018-11-01,8778.2,43891.0,1021.7999994000003,2111,13885,Foraker_5H,34,65,970,10250,1950,2145,35.2,104.2
361,35,2018-12-01,8985.199999999997,44926.0,1091.3999989,2008,14105,Foraker_5H,35,65,970,10250,1950,2145,35.2,104.2
362,36,2019-01-01,8795.199999999999,43976.0,1096.0,1948,13815,Foraker_5H,36,65,970,10250,1950,2145,35.2,104.2
363,37,2019-02-01,7884.999999999999,39425.0,1017.0,1736,12300,Foraker_5H,37,65,970,10250,1950,2145,35.2,104.2
364,38,2019-03-01,8530.999999999998,42655.0,1146.0,1880,13495,Foraker_5H,38,65,970,10250,1950,2145,35.2,104.2
365,39,2019-04-01,8136.799999999998,40683.999999,1161.0,1829,12900,Foraker_5H,39,65,970,10250,1950,2145,35.2,104.2
366,40,2019-05-01,8281.079980400002,41405.39990200001,1199.0,1675,13330,Foraker_5H,40,65,970,10250,1950,2145,35.2,104.2
367,41,2019-06-01,7855.680029399998,39278.400149,1201.0,1578,12680,Foraker_5H,41,65,970,10250,1950,2145,35.2,104.2
368,42,2019-07-01,8014.739990200002,40073.699952999996,1106.0,1670,12689,Foraker_5H,42,65,970,10250,1950,2145,35.2,104.2
369,43,2019-08-01,7897.119995100001,39485.599973000004,1023.0,1595,12528,Foraker_5H,43,65,970,10250,1950,2145,35.2,104.2
370,44,2019-09-01,7487.0199706,37435.099854999986,881.0,1505,11855,Foraker_5H,44,65,970,10250,1950,2145,35.2,104.2
371,45,2019-10-01,7682.320019599999,38411.600100999996,963.0,1575,12245,Foraker_5H,45,65,970,10250,1950,2145,35.2,104.2
372,46,2019-11-01,7305.199975499999,36525.999878,871.0,1430,11850,Foraker_5H,46,65,970,10250,1950,2145,35.2,104.2
373,47,2019-12-01,7450.899926499998,37254.499632,941.0,1510,12245,Foraker_5H,47,65,970,10250,1950,2145,35.2,104.2
374,48,2020-01-01,7327.860009800001,36639.30005,850.0,1661,11901,Foraker_5H,48,65,970,10250,1950,2145,35.2,104.2
375,49,2020-02-01,6746.940014700002,33734.700071,863.0,1501,10503,Foraker_5H,49,65,970,10250,1950,2145,35.2,104.2
376,50,2020-03-01,7102.759960799999,35513.799802999994,911.0,1609,11335,Foraker_5H,50,65,970,10250,1950,2145,35.2,104.2
377,51,2020-04-01,6808.580004900001,34042.900025,862.0,1860,11098,Foraker_5H,51,65,970,10250,1950,2145,35.2,104.2
378,52,2020-05-01,7058.179980399998,35290.899903000005,888.0,1675,11470,Foraker_5H,52,65,970,10250,1950,2145,35.2,104.2
379,53,2020-06-01,6805.059960799998,34025.299805400005,842.0,1652,11141,Foraker_5H,53,65,970,10250,1950,2145,35.2,104.2
380,54,2020-07-01,7008.360034299998,35041.80017,862.0,1642,11315,Foraker_5H,54,65,970,10250,1950,2145,35.2,104.2
381,55,2020-08-01,6902.259960799999,34511.299804,878.0,1726,11170,Foraker_5H,55,65,970,10250,1950,2145,35.2,104.2
382,56,2020-09-01,6648.960009799997,33244.800048000005,817.0,1395,10645,Foraker_5H,56,65,970,10250,1950,2145,35.2,104.2
383,57,2020-10-01,6719.499975500001,33597.499876999995,858.0,1423,10693,Foraker_5H,57,65,970,10250,1950,2145,35.2,104.2
384,58,2020-11-01,6465.799999999998,32329.0,830.0,1397,10221,Foraker_5H,58,65,970,10250,1950,2145,35.2,104.2
385,0,2016-01-01,22800.599999999995,114003.0,23402.0,0,21020,Foraker_6H,0,76,880,10070,1980,2178,35.1,103.6
386,1,2016-02-01,44904.39999999999,224522.0,12270.0,0,28280,Foraker_6H,1,76,880,10070,1980,2178,35.1,103.6
387,2,2016-03-01,47973.6,239868.0,7411.0,0,28320,Foraker_6H,2,76,880,10070,1980,2178,35.1,103.6
388,3,2016-04-01,46892.59999999999,234463.0,5344.0,0,16115,Foraker_6H,3,76,880,10070,1980,2178,35.1,103.6
389,4,2016-05-01,45680.0,228400.0,4577.0,0,6210,Foraker_6H,4,76,880,10070,1980,2178,35.1,103.6
390,5,2016-06-01,37448.0,187240.0,4275.0,0,3900,Foraker_6H,5,76,880,10070,1980,2178,35.1,103.6
391,6,2016-07-01,32033.4,160167.0,5133.0,0,4865,Foraker_6H,6,76,880,10070,1980,2178,35.1,103.6
392,7,2016-08-01,32962.599999999984,164813.0,3956.0,0,3720,Foraker_6H,7,76,880,10070,1980,2178,35.1,103.6
393,8,2016-09-01,29482.200000000004,147411.0,2163.0,0,3600,Foraker_6H,8,76,880,10070,1980,2178,35.1,103.6
394,9,2016-10-01,28525.200000000004,142626.0,2682.0,0,3720,Foraker_6H,9,76,880,10070,1980,2178,35.1,103.6
395,10,2016-11-01,26395.4,131977.0,2763.0,0,3600,Foraker_6H,10,76,880,10070,1980,2178,35.1,103.6
396,11,2016-12-01,25431.6092833,127158.04641700002,6536.0,0,6490,Foraker_6H,11,76,880,10070,1980,2178,35.1,103.6
397,12,2017-01-01,24166.2491465,120831.24573700002,5569.0,0,7500,Foraker_6H,12,76,880,10070,1980,2178,35.1,103.6
398,13,2017-02-01,19804.761501700006,99023.807509,3763.0,0,5850,Foraker_6H,13,76,880,10070,1980,2178,35.1,103.6
399,14,2017-03-01,21269.9189077,106349.59453900004,4040.0,0,6200,Foraker_6H,14,76,880,10070,1980,2178,35.1,103.6
400,15,2017-04-01,19712.661297,98563.30648300002,2532.0,0,6000,Foraker_6H,15,76,880,10070,1980,2178,35.1,103.6
401,16,2017-05-01,17507.886962700002,87539.43481000004,1728.0,0,6200,Foraker_6H,16,76,880,10070,1980,2178,35.1,103.6
402,17,2017-06-01,18660.547167099994,93302.735838,431.0,0,6000,Foraker_6H,17,76,880,10070,1980,2178,35.1,103.6
403,18,2017-07-01,18512.3422525,92561.71126400004,421.0,0,5800,Foraker_6H,18,76,880,10070,1980,2178,35.1,103.6
404,19,2017-08-01,17690.4786347,88452.39317499998,2254.0999998,600,3150,Foraker_6H,19,76,880,10070,1980,2178,35.1,103.6
405,20,2017-09-01,16428.223208299998,82141.11604400001,927.7999994999997,3000,3000,Foraker_6H,20,76,880,10070,1980,2178,35.1,103.6
406,21,2017-10-01,16423.3969966,82116.98498600001,193.3999998,3100,3100,Foraker_6H,21,76,880,10070,1980,2178,35.1,103.6
407,22,2017-11-01,15157.042320799996,75785.211604,404.0999997,3000,3000,Foraker_6H,22,76,880,10070,1980,2178,35.1,103.6
408,23,2017-12-01,15256.8,76284.0,410.5999996000001,3100,3100,Foraker_6H,23,76,880,10070,1980,2178,35.1,103.6
409,24,2018-01-01,14630.4,73152.0,485.2999996,3100,3100,Foraker_6H,24,76,880,10070,1980,2178,35.1,103.6
410,25,2018-02-01,12955.8,64779.0,1155.4999994000002,2800,2800,Foraker_6H,25,76,880,10070,1980,2178,35.1,103.6
411,26,2018-03-01,13126.2,65631.0,1138.2999994000004,2560,4660,Foraker_6H,26,76,880,10070,1980,2178,35.1,103.6
412,27,2018-04-01,12721.999999999998,63610.0,685.4999997,3180,3300,Foraker_6H,27,76,880,10070,1980,2178,35.1,103.6
413,28,2018-05-01,13560.599999999995,67803.0,1084.8,2860,2860,Foraker_6H,28,76,880,10070,1980,2178,35.1,103.6
414,29,2018-06-01,9381.000000000002,46905.0,695.0,2425,2425,Foraker_6H,29,76,880,10070,1980,2178,35.1,103.6
415,30,2018-07-01,11909.6,59548.0,632.1999998000001,2730,2720,Foraker_6H,30,76,880,10070,1980,2178,35.1,103.6
416,31,2018-08-01,12534.6,62673.0,649.5999998,2038,2035,Foraker_6H,31,76,880,10070,1980,2178,35.1,103.6
417,32,2018-09-01,5718.0,28590.0,302.8349997,2388,1445,Foraker_6H,32,76,880,10070,1980,2178,35.1,103.6
418,33,2018-10-01,8974.199999999999,44871.0,1006.0999993999999,2535,1505,Foraker_6H,33,76,880,10070,1980,2178,35.1,103.6
419,34,2018-11-01,8735.199999999999,43676.0,1020.4999993000004,2111,1530,Foraker_6H,34,76,880,10070,1980,2178,35.1,103.6
420,35,2018-12-01,8982.4,44912.0,1091.299999,2008,1885,Foraker_6H,35,76,880,10070,1980,2178,35.1,103.6
421,36,2019-01-01,8944.0,44720.0,1085.0,1930,1964,Foraker_6H,36,76,880,10070,1980,2178,35.1,103.6
422,37,2019-02-01,8049.600000000002,40248.0,1017.0,1736,1728,Foraker_6H,37,76,880,10070,1980,2178,35.1,103.6
423,38,2019-03-01,8882.000000000002,44410.0,1149.0,1880,1940,Foraker_6H,38,76,880,10070,1980,2178,35.1,103.6
424,39,2019-04-01,8501.1,42505.5,1159.0,1829,1950,Foraker_6H,39,76,880,10070,1980,2178,35.1,103.6
425,40,2019-05-01,8714.040014700002,43570.200072,1199.0,1680,2015,Foraker_6H,40,76,880,10070,1980,2178,35.1,103.6
426,41,2019-06-01,8334.640063699999,41673.20031700002,1201.0,1578,1950,Foraker_6H,41,76,880,10070,1980,2178,35.1,103.6
427,42,2019-07-01,8514.660034300001,42573.300169,1106.0,1664,1986,Foraker_6H,42,76,880,10070,1980,2178,35.1,103.6
428,43,2019-08-01,8427.140039200001,42135.700195,1023.0,1595,1869,Foraker_6H,43,76,880,10070,1980,2178,35.1,103.6
429,44,2019-09-01,8021.0199951,40105.099976,881.0,1505,1809,Foraker_6H,44,76,880,10070,1980,2178,35.1,103.6
430,45,2019-10-01,8136.499975500001,40682.49987800002,963.0,1575,1860,Foraker_6H,45,76,880,10070,1980,2178,35.1,103.6
431,46,2019-11-01,7737.080029399999,38685.400146000015,871.0,1430,1800,Foraker_6H,46,76,880,10070,1980,2178,35.1,103.6
432,47,2019-12-01,8000.719946100001,40003.59973300002,941.0,1490,1860,Foraker_6H,47,76,880,10070,1980,2178,35.1,103.6
433,48,2020-01-01,7864.8999509999985,39324.499758,850.0,1995,1810,Foraker_6H,48,76,880,10070,1980,2178,35.1,103.6
434,49,2020-02-01,7326.539916699999,36632.699586,863.0,1489,2446,Foraker_6H,49,76,880,10070,1980,2178,35.1,103.6
435,50,2020-03-01,7427.5599852999985,37137.799925,856.0,2697,2453,Foraker_6H,50,76,880,10070,1980,2178,35.1,103.6
436,51,2020-04-01,7506.9599608,37534.799805,862.0,1818,1800,Foraker_6H,51,76,880,10070,1980,2178,35.1,103.6
437,52,2020-05-01,7563.4600098,37817.300051999984,888.0,1633,2020,Foraker_6H,52,76,880,10070,1980,2178,35.1,103.6
438,53,2020-06-01,7217.9999755,36089.99987700002,843.0,1620,2271,Foraker_6H,53,76,880,10070,1980,2178,35.1,103.6
439,54,2020-07-01,7357.040014700003,36785.20007199998,862.0,1632,2915,Foraker_6H,54,76,880,10070,1980,2178,35.1,103.6
440,55,2020-08-01,7073.320044099999,35366.60021840002,829.0,2114,2640,Foraker_6H,55,76,880,10070,1980,2178,35.1,103.6
441,56,2020-09-01,7064.480004900001,35322.40002600002,817.0,1397,2701,Foraker_6H,56,76,880,10070,1980,2178,35.1,103.6
442,57,2020-10-01,7160.520019599999,35802.600097,862.0,1424,2196,Foraker_6H,57,76,880,10070,1980,2178,35.1,103.6
443,58,2020-11-01,6816.6200685999975,34083.100341000005,830.0,1355,2708,Foraker_6H,58,76,880,10070,1980,2178,35.1,103.6
